dataset,file,column_name,missing_count_after,missing_pct_after
01_student_performance,student_math.csv,school,0,0.0
01_student_performance,student_math.csv,sex,0,0.0
01_student_performance,student_math.csv,age,0,0.0
01_student_performance,student_math.csv,address,0,0.0
01_student_performance,student_math.csv,famsize,0,0.0
01_student_performance,student_math.csv,pstatus,0,0.0
01_student_performance,student_math.csv,medu,0,0.0
01_student_performance,student_math.csv,fedu,0,0.0
01_student_performance,student_math.csv,mjob,0,0.0
01_student_performance,student_math.csv,fjob,0,0.0
01_student_performance,student_math.csv,reason,0,0.0
01_student_performance,student_math.csv,guardian,0,0.0
01_student_performance,student_math.csv,traveltime,0,0.0
01_student_performance,student_math.csv,studytime,0,0.0
01_student_performance,student_math.csv,failures,0,0.0
01_student_performance,student_math.csv,schoolsup,0,0.0
01_student_performance,student_math.csv,famsup,0,0.0
01_student_performance,student_math.csv,paid,0,0.0
01_student_performance,student_math.csv,activities,0,0.0
01_student_performance,student_math.csv,nursery,0,0.0
01_student_performance,student_math.csv,higher,0,0.0
01_student_performance,student_math.csv,internet,0,0.0
01_student_performance,student_math.csv,romantic,0,0.0
01_student_performance,student_math.csv,famrel,0,0.0
01_student_performance,student_math.csv,freetime,0,0.0
01_student_performance,student_math.csv,goout,0,0.0
01_student_performance,student_math.csv,dalc,0,0.0
01_student_performance,student_math.csv,walc,0,0.0
01_student_performance,student_math.csv,health,0,0.0
01_student_performance,student_math.csv,absences,0,0.0
01_student_performance,student_math.csv,g1,0,0.0
01_student_performance,student_math.csv,g2,0,0.0
01_student_performance,student_math.csv,g3,0,0.0
01_student_performance,student_portuguese.csv,school,0,0.0
01_student_performance,student_portuguese.csv,sex,0,0.0
01_student_performance,student_portuguese.csv,age,0,0.0
01_student_performance,student_portuguese.csv,address,0,0.0
01_student_performance,student_portuguese.csv,famsize,0,0.0
01_student_performance,student_portuguese.csv,pstatus,0,0.0
01_student_performance,student_portuguese.csv,medu,0,0.0
01_student_performance,student_portuguese.csv,fedu,0,0.0
01_student_performance,student_portuguese.csv,mjob,0,0.0
01_student_performance,student_portuguese.csv,fjob,0,0.0
01_student_performance,student_portuguese.csv,reason,0,0.0
01_student_performance,student_portuguese.csv,guardian,0,0.0
01_student_performance,student_portuguese.csv,traveltime,0,0.0
01_student_performance,student_portuguese.csv,studytime,0,0.0
01_student_performance,student_portuguese.csv,failures,0,0.0
01_student_performance,student_portuguese.csv,schoolsup,0,0.0
01_student_performance,student_portuguese.csv,famsup,0,0.0
01_student_performance,student_portuguese.csv,paid,0,0.0
01_student_performance,student_portuguese.csv,activities,0,0.0
01_student_performance,student_portuguese.csv,nursery,0,0.0
01_student_performance,student_portuguese.csv,higher,0,0.0
01_student_performance,student_portuguese.csv,internet,0,0.0
01_student_performance,student_portuguese.csv,romantic,0,0.0
01_student_performance,student_portuguese.csv,famrel,0,0.0
01_student_performance,student_portuguese.csv,freetime,0,0.0
01_student_performance,student_portuguese.csv,goout,0,0.0
01_student_performance,student_portuguese.csv,dalc,0,0.0
01_student_performance,student_portuguese.csv,walc,0,0.0
01_student_performance,student_portuguese.csv,health,0,0.0
01_student_performance,student_portuguese.csv,absences,0,0.0
01_student_performance,student_portuguese.csv,g1,0,0.0
01_student_performance,student_portuguese.csv,g2,0,0.0
01_student_performance,student_portuguese.csv,g3,0,0.0
02_student_dropout,student_dropout.csv,marital_status,0,0.0
02_student_dropout,student_dropout.csv,application_mode,0,0.0
02_student_dropout,student_dropout.csv,application_order,0,0.0
02_student_dropout,student_dropout.csv,course,0,0.0
02_student_dropout,student_dropout.csv,daytime_evening_attendance,0,0.0
02_student_dropout,student_dropout.csv,previous_qualification,0,0.0
02_student_dropout,student_dropout.csv,previous_qualification_grade,0,0.0
02_student_dropout,student_dropout.csv,nacionality,0,0.0
02_student_dropout,student_dropout.csv,mother_s_qualification,0,0.0
02_student_dropout,student_dropout.csv,father_s_qualification,0,0.0
02_student_dropout,student_dropout.csv,mother_s_occupation,0,0.0
02_student_dropout,student_dropout.csv,father_s_occupation,0,0.0
02_student_dropout,student_dropout.csv,admission_grade,0,0.0
02_student_dropout,student_dropout.csv,displaced,0,0.0
02_student_dropout,student_dropout.csv,educational_special_needs,0,0.0
02_student_dropout,student_dropout.csv,debtor,0,0.0
02_student_dropout,student_dropout.csv,tuition_fees_up_to_date,0,0.0
02_student_dropout,student_dropout.csv,gender,0,0.0
02_student_dropout,student_dropout.csv,scholarship_holder,0,0.0
02_student_dropout,student_dropout.csv,age_at_enrollment,0,0.0
02_student_dropout,student_dropout.csv,international,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_1st_sem_credited,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_1st_sem_enrolled,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_1st_sem_evaluations,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_1st_sem_approved,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_1st_sem_grade,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_1st_sem_without_evaluations,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_2nd_sem_credited,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_2nd_sem_enrolled,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_2nd_sem_evaluations,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_2nd_sem_approved,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_2nd_sem_grade,0,0.0
02_student_dropout,student_dropout.csv,curricular_units_2nd_sem_without_evaluations,0,0.0
02_student_dropout,student_dropout.csv,unemployment_rate,0,0.0
02_student_dropout,student_dropout.csv,inflation_rate,0,0.0
02_student_dropout,student_dropout.csv,gdp,0,0.0
02_student_dropout,student_dropout.csv,target,0,0.0
03_oulad,courses.parquet,code_module,0,0.0
03_oulad,courses.parquet,code_presentation,0,0.0
03_oulad,courses.parquet,module_presentation_length,0,0.0
03_oulad,assessments.parquet,code_module,0,0.0
03_oulad,assessments.parquet,code_presentation,0,0.0
03_oulad,assessments.parquet,id_assessment,0,0.0
03_oulad,assessments.parquet,assessment_type,0,0.0
03_oulad,assessments.parquet,date,11,5.339805825242718
03_oulad,assessments.parquet,weight,0,0.0
03_oulad,vle.parquet,id_site,0,0.0
03_oulad,vle.parquet,code_module,0,0.0
03_oulad,vle.parquet,code_presentation,0,0.0
03_oulad,vle.parquet,activity_type,0,0.0
03_oulad,vle.parquet,week_from,5243,82.3852922690132
03_oulad,vle.parquet,week_to,5243,82.3852922690132
03_oulad,studentInfo.parquet,code_module,0,0.0
03_oulad,studentInfo.parquet,code_presentation,0,0.0
03_oulad,studentInfo.parquet,id_student,0,0.0
03_oulad,studentInfo.parquet,gender,0,0.0
03_oulad,studentInfo.parquet,region,0,0.0
03_oulad,studentInfo.parquet,highest_education,0,0.0
03_oulad,studentInfo.parquet,imd_band,0,0.0
03_oulad,studentInfo.parquet,age_band,0,0.0
03_oulad,studentInfo.parquet,num_of_prev_attempts,0,0.0
03_oulad,studentInfo.parquet,studied_credits,0,0.0
03_oulad,studentInfo.parquet,disability,0,0.0
03_oulad,studentInfo.parquet,final_result,0,0.0
03_oulad,studentRegistration.parquet,code_module,0,0.0
03_oulad,studentRegistration.parquet,code_presentation,0,0.0
03_oulad,studentRegistration.parquet,id_student,0,0.0
03_oulad,studentRegistration.parquet,date_registration,45,0.13806645598748196
03_oulad,studentRegistration.parquet,date_unregistration,22521,69.09765900653515
03_oulad,studentRegistration.parquet,unregistered_flag,0,0.0
03_oulad,studentAssessment.parquet,id_assessment,0,0.0
03_oulad,studentAssessment.parquet,id_student,0,0.0
03_oulad,studentAssessment.parquet,date_submitted,0,0.0
03_oulad,studentAssessment.parquet,is_banked,0,0.0
03_oulad,studentAssessment.parquet,score,173,0.09947559685358112
03_oulad,studentVle.parquet,code_module,0,0.0
03_oulad,studentVle.parquet,code_presentation,0,0.0
03_oulad,studentVle.parquet,id_student,0,0.0
03_oulad,studentVle.parquet,id_site,0,0.0
03_oulad,studentVle.parquet,date,0,0.0
03_oulad,studentVle.parquet,sum_click,0,0.0
04_online_engagement,online_learning_engagement.csv,student_id,0,0.0
04_online_engagement,online_learning_engagement.csv,age,0,0.0
04_online_engagement,online_learning_engagement.csv,gender,0,0.0
04_online_engagement,online_learning_engagement.csv,country,0,0.0
04_online_engagement,online_learning_engagement.csv,device_type,0,0.0
04_online_engagement,online_learning_engagement.csv,internet_speed_mbps,0,0.0
04_online_engagement,online_learning_engagement.csv,study_hours_weekly,0,0.0
04_online_engagement,online_learning_engagement.csv,login_frequency_weekly,0,0.0
04_online_engagement,online_learning_engagement.csv,avg_session_duration_min,0,0.0
04_online_engagement,online_learning_engagement.csv,video_watch_time_min,0,0.0
04_online_engagement,online_learning_engagement.csv,assignments_submitted,0,0.0
04_online_engagement,online_learning_engagement.csv,forum_posts,0,0.0
04_online_engagement,online_learning_engagement.csv,quiz_attempts,0,0.0
04_online_engagement,online_learning_engagement.csv,avg_quiz_score,0,0.0
04_online_engagement,online_learning_engagement.csv,attendance_rate,0,0.0
04_online_engagement,online_learning_engagement.csv,engagement_score,0,0.0
04_online_engagement,online_learning_engagement.csv,final_grade,0,0.0
04_online_engagement,online_learning_engagement.csv,dropout,0,0.0
05_education_marketing,marketing_campaignperformance.csv,date,0,0.0
05_education_marketing,marketing_campaignperformance.csv,campaignid,0,0.0
05_education_marketing,marketing_campaignperformance.csv,campaignname,0,0.0
05_education_marketing,marketing_campaignperformance.csv,platform,0,0.0
05_education_marketing,marketing_campaignperformance.csv,targetaudience,0,0.0
05_education_marketing,marketing_campaignperformance.csv,impressions,0,0.0
05_education_marketing,marketing_campaignperformance.csv,clicks,0,0.0
05_education_marketing,marketing_campaignperformance.csv,leads,0,0.0
05_education_marketing,marketing_campaignperformance.csv,applications,0,0.0
05_education_marketing,marketing_campaignperformance.csv,enrollments,0,0.0
05_education_marketing,marketing_campaignperformance.csv,cost,0,0.0
05_education_marketing,marketing_campaignperformance.csv,revenue,0,0.0
05_education_marketing,marketing_campaignperformance.csv,region,0,0.0
05_education_marketing,marketing_campaignmeta.csv,campaignid,0,0.0
05_education_marketing,marketing_campaignmeta.csv,objective,0,0.0
05_education_marketing,marketing_campaignmeta.csv,startdate,0,0.0
05_education_marketing,marketing_campaignmeta.csv,enddate,0,0.0
05_education_marketing,marketing_campaignmeta.csv,budget,0,0.0
05_education_marketing,marketing_campaignmeta.csv,campaign_type,0,0.0
05_education_marketing,marketing_campaignmeta.csv,creative_type,0,0.0
05_education_marketing,marketing_campaignmeta.csv,manager,0,0.0
05_education_marketing,marketing_campaignmeta.csv,channel,0,0.0
05_education_marketing,marketing_campaignmeta.csv,conversion_goal,0,0.0
05_education_marketing,marketing_channelrates.csv,channel,0,0.0
05_education_marketing,marketing_channelrates.csv,avgcpm,0,0.0
05_education_marketing,marketing_channelrates.csv,avgcpc,0,0.0
05_education_marketing,marketing_channelrates.csv,remarks,0,0.0
